customer_id,customer_age,customer_income,home_ownership,employment_duration,loan_intent,loan_grade,loan_amnt,loan_int_rate,term_years,historical_default,cred_hist_length,Current_loan_status,income_category,loan_category,Interest_Rate_Category(%),age_group,employment_duration_bucket,cred_hist_bucket
15212.0,21,125000,MORTGAGE,0.0,PERSONAL,A,10000,7.51,1,NEW,2,NO DEFAULT,"$80,001+","$10,001 - $15,000",5 - 9,18 - 24,0 - 5,0 - 5
15215.0,24,49200,RENT,8.0,DEBTCONSOLIDATION,D,15000,18.39,4,Y,4,DEFAULT,"$40,001 - $60,000","$15,001 - $20,000",17.01 - 21,18 - 24,6 - 10,0 - 5
15216.0,22,24000,OWN,0.0,MEDICAL,B,5000,13.35,2,NEW,4,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",13.01 - 17,18 - 24,0 - 5,0 - 5
15217.0,26,125000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,7400,12.53,6,NEW,2,NO DEFAULT,"$80,001+","$5,001 - $10,000",9.01 - 13,25 - 34,6 - 10,0 - 5
15218.0,25,55315,RENT,3.0,EDUCATION,A,15000,10.74,5,NEW,2,NO DEFAULT,"$40,001 - $60,000","$15,001 - $20,000",9.01 - 13,25 - 34,0 - 5,0 - 5
15219.0,24,49700,RENT,3.0,MEDICAL,D,15000,15.68,4,N,4,DEFAULT,"$40,001 - $60,000","$15,001 - $20,000",13.01 - 17,18 - 24,0 - 5,0 - 5
15220.0,23,96050,MORTGAGE,0.0,MEDICAL,E,15000,19.13,3,N,2,DEFAULT,"$80,001+","$15,001 - $20,000",17.01 - 21,18 - 24,0 - 5,0 - 5
15221.0,22,24000,OWN,2.0,PERSONAL,B,3000,13.61,2,NEW,2,NO DEFAULT,"$20,001 - $40,000","$0 - $5,000",13.01 - 17,18 - 24,0 - 5,0 - 5
15222.0,26,125000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,16000,8.94,6,NEW,4,NO DEFAULT,"$80,001+","$15,001 - $20,000",5 - 9,25 - 34,6 - 10,0 - 5
15224.0,23,113000,MORTGAGE,0.0,VENTURE,E,19750,21.21,3,N,4,DEFAULT,"$80,001+","$15,001 - $20,000",21+,18 - 24,0 - 5,0 - 5
15226.0,21,50000,RENT,0.0,HOMEIMPROVEMENT,C,15000,15.7,1,Y,3,DEFAULT,"$40,001 - $60,000","$15,001 - $20,000",13.01 - 17,18 - 24,0 - 5,0 - 5
15227.0,24,56000,RENT,1.0,DEBTCONSOLIDATION,B,15000,12.87,4,NEW,2,NO DEFAULT,"$40,001 - $60,000","$15,001 - $20,000",9.01 - 13,18 - 24,0 - 5,0 - 5
15228.0,25,125000,MORTGAGE,6.0,MEDICAL,A,8000,9.63,5,NEW,2,NO DEFAULT,"$80,001+","$5,001 - $10,000",9.01 - 13,25 - 34,6 - 10,0 - 5
15229.0,25,125000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,14000,14.42,5,NEW,4,NO DEFAULT,"$80,001+","$10,001 - $15,000",13.01 - 17,25 - 34,0 - 5,0 - 5
15230.0,23,125000,OTHER,4.0,VENTURE,A,7500,8.0,3,NEW,4,NO DEFAULT,"$80,001+","$5,001 - $10,000",5 - 9,18 - 24,0 - 5,0 - 5
15233.0,26,125000,MORTGAGE,4.0,MEDICAL,A,9600,5.79,6,NEW,2,NO DEFAULT,"$80,001+","$5,001 - $10,000",5 - 9,25 - 34,0 - 5,0 - 5
15234.0,23,24000,OWN,5.0,EDUCATION,A,7000,11.86,3,NEW,4,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",9.01 - 13,18 - 24,6 - 10,0 - 5
15235.0,25,57000,RENT,0.0,EDUCATION,B,15000,13.85,5,NEW,4,NO DEFAULT,"$40,001 - $60,000","$15,001 - $20,000",13.01 - 17,25 - 34,0 - 5,0 - 5
15236.0,22,24000,OWN,3.0,EDUCATION,A,6000,11.49,2,NEW,4,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",9.01 - 13,18 - 24,0 - 5,0 - 5
15239.0,25,125004,MORTGAGE,0.0,HOMEIMPROVEMENT,A,15000,7.88,5,NEW,3,NO DEFAULT,"$80,001+","$15,001 - $20,000",5 - 9,25 - 34,0 - 5,0 - 5
15240.0,22,125004,OTHER,6.0,VENTURE,C,10000,14.74,2,NEW,2,NO DEFAULT,"$80,001+","$10,001 - $15,000",13.01 - 17,18 - 24,6 - 10,0 - 5
15241.0,22,125555,MORTGAGE,2.0,MEDICAL,A,9000,10.99,2,NEW,4,NO DEFAULT,"$80,001+","$5,001 - $10,000",9.01 - 13,18 - 24,0 - 5,0 - 5
15242.0,25,126000,MORTGAGE,9.0,EDUCATION,A,15000,7.9,5,NEW,3,NO DEFAULT,"$80,001+","$15,001 - $20,000",5 - 9,25 - 34,6 - 10,0 - 5
15245.0,22,126000,MORTGAGE,6.0,EDUCATION,C,3600,15.99,2,NEW,3,NO DEFAULT,"$80,001+","$0 - $5,000",13.01 - 17,18 - 24,6 - 10,0 - 5
15246.0,26,114000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6000,10.0,6,N,2,DEFAULT,"$80,001+","$5,001 - $10,000",9.01 - 13,25 - 34,0 - 5,0 - 5
15248.0,24,53000,RENT,1.0,DEBTCONSOLIDATION,C,15000,16.77,4,N,2,DEFAULT,"$40,001 - $60,000","$15,001 - $20,000",13.01 - 17,18 - 24,0 - 5,0 - 5
15249.0,26,126000,MORTGAGE,3.0,PERSONAL,A,11000,7.14,6,NEW,4,NO DEFAULT,"$80,001+","$10,001 - $15,000",5 - 9,25 - 34,0 - 5,0 - 5
15250.0,23,24000,OWN,0.0,EDUCATION,A,7000,7.14,3,NEW,3,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",5 - 9,18 - 24,0 - 5,0 - 5
15252.0,26,24000,OWN,0.0,MEDICAL,A,2500,11.83,6,NEW,4,NO DEFAULT,"$20,001 - $40,000","$0 - $5,000",9.01 - 13,25 - 34,0 - 5,0 - 5
15253.0,26,126000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,7500,13.92,6,NEW,3,NO DEFAULT,"$80,001+","$5,001 - $10,000",13.01 - 17,25 - 34,0 - 5,0 - 5
15256.0,22,60000,RENT,0.0,MEDICAL,A,15000,11.71,2,NEW,4,NO DEFAULT,"$60,001 - $80,000","$15,001 - $20,000",9.01 - 13,18 - 24,0 - 5,0 - 5
15257.0,23,97583,MORTGAGE,7.0,MEDICAL,C,6950,13.67,3,N,2,DEFAULT,"$80,001+","$5,001 - $10,000",13.01 - 17,18 - 24,6 - 10,0 - 5
15258.0,23,126996,OWN,2.0,EDUCATION,A,11000,10.0,3,NEW,2,NO DEFAULT,"$80,001+","$10,001 - $15,000",9.01 - 13,18 - 24,0 - 5,0 - 5
15259.0,25,127000,MORTGAGE,9.0,PERSONAL,A,6000,9.91,5,NEW,2,NO DEFAULT,"$80,001+","$5,001 - $10,000",9.01 - 13,25 - 34,6 - 10,0 - 5
15260.0,26,127000,MORTGAGE,10.0,EDUCATION,A,6000,5.42,6,NEW,3,NO DEFAULT,"$80,001+","$5,001 - $10,000",5 - 9,25 - 34,11 - 15,0 - 5
15263.0,25,97750,OWN,9.0,MEDICAL,D,20000,17.39,5,Y,3,DEFAULT,"$80,001+","$20,001+",17.01 - 21,25 - 34,6 - 10,0 - 5
15264.0,24,115000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,12000,15.05,4,N,4,DEFAULT,"$80,001+","$10,001 - $15,000",13.01 - 17,18 - 24,0 - 5,0 - 5
15265.0,26,127500,MORTGAGE,7.0,HOMEIMPROVEMENT,A,10000,7.51,6,NEW,3,NO DEFAULT,"$80,001+","$10,001 - $15,000",5 - 9,25 - 34,6 - 10,0 - 5
15266.0,22,127500,MORTGAGE,2.0,MEDICAL,A,15000,7.49,2,NEW,4,NO DEFAULT,"$80,001+","$15,001 - $20,000",5 - 9,18 - 24,0 - 5,0 - 5
15267.0,23,54000,RENT,7.0,MEDICAL,B,15000,15.27,3,N,2,DEFAULT,"$40,001 - $60,000","$15,001 - $20,000",13.01 - 17,18 - 24,6 - 10,0 - 5
15269.0,25,127741,MORTGAGE,9.0,DEBTCONSOLIDATION,A,12000,7.88,5,NEW,2,NO DEFAULT,"$80,001+","$10,001 - $15,000",5 - 9,25 - 34,6 - 10,0 - 5
15272.0,24,128000,MORTGAGE,4.0,EDUCATION,A,12000,6.03,4,NEW,3,NO DEFAULT,"$80,001+","$10,001 - $15,000",5 - 9,18 - 24,0 - 5,0 - 5
15273.0,26,60000,RENT,7.0,DEBTCONSOLIDATION,A,15000,6.03,6,NEW,3,NO DEFAULT,"$60,001 - $80,000","$15,001 - $20,000",5 - 9,25 - 34,6 - 10,0 - 5
15274.0,23,128000,MORTGAGE,7.0,EDUCATION,A,6000,7.49,3,NEW,2,NO DEFAULT,"$80,001+","$5,001 - $10,000",5 - 9,18 - 24,6 - 10,0 - 5
15275.0,23,128000,MORTGAGE,4.0,EDUCATION,B,4800,12.99,3,Y,2,NO DEFAULT,"$80,001+","$0 - $5,000",9.01 - 13,18 - 24,0 - 5,0 - 5
15277.0,22,128000,MORTGAGE,6.0,VENTURE,A,21600,6.91,2,NEW,4,NO DEFAULT,"$80,001+","$20,001+",5 - 9,18 - 24,6 - 10,0 - 5
15278.0,23,128000,MORTGAGE,7.0,VENTURE,B,3000,14.72,3,Y,4,NO DEFAULT,"$80,001+","$0 - $5,000",13.01 - 17,18 - 24,6 - 10,0 - 5
15280.0,25,128500,MORTGAGE,1.0,HOMEIMPROVEMENT,B,15000,12.53,5,Y,3,NO DEFAULT,"$80,001+","$15,001 - $20,000",9.01 - 13,25 - 34,0 - 5,0 - 5
15282.0,22,60000,RENT,0.0,EDUCATION,A,15000,11.71,2,NEW,3,NO DEFAULT,"$60,001 - $80,000","$15,001 - $20,000",9.01 - 13,18 - 24,0 - 5,0 - 5
15283.0,23,129600,OWN,7.0,PERSONAL,A,13500,5.42,3,NEW,2,NO DEFAULT,"$80,001+","$10,001 - $15,000",5 - 9,18 - 24,6 - 10,0 - 5
15284.0,25,129600,MORTGAGE,0.0,PERSONAL,A,3000,11.12,5,NEW,3,NO DEFAULT,"$80,001+","$0 - $5,000",9.01 - 13,25 - 34,0 - 5,0 - 5
15286.0,25,129996,MORTGAGE,9.0,VENTURE,A,7500,11.86,5,NEW,3,NO DEFAULT,"$80,001+","$5,001 - $10,000",9.01 - 13,25 - 34,6 - 10,0 - 5
15287.0,24,60000,RENT,6.0,HOMEIMPROVEMENT,B,15000,13.99,4,NEW,4,NO DEFAULT,"$60,001 - $80,000","$15,001 - $20,000",13.01 - 17,18 - 24,6 - 10,0 - 5
15288.0,22,60000,RENT,5.0,EDUCATION,A,15000,10.59,2,NEW,3,NO DEFAULT,"$60,001 - $80,000","$15,001 - $20,000",9.01 - 13,18 - 24,6 - 10,0 - 5
15289.0,25,60000,RENT,5.0,DEBTCONSOLIDATION,B,15000,12.99,5,NEW,4,NO DEFAULT,"$60,001 - $80,000","$15,001 - $20,000",9.01 - 13,25 - 34,6 - 10,0 - 5
15290.0,22,130000,MORTGAGE,6.0,PERSONAL,B,3000,13.49,2,NEW,2,NO DEFAULT,"$80,001+","$0 - $5,000",13.01 - 17,18 - 24,6 - 10,0 - 5
15291.0,23,60000,RENT,0.0,DEBTCONSOLIDATION,A,15000,11.11,3,NEW,2,NO DEFAULT,"$60,001 - $80,000","$15,001 - $20,000",9.01 - 13,18 - 24,0 - 5,0 - 5
15292.0,26,130000,MORTGAGE,10.0,PERSONAL,C,3000,17.58,6,Y,3,NO DEFAULT,"$80,001+","$0 - $5,000",17.01 - 21,25 - 34,11 - 15,0 - 5
15293.0,24,60000,RENT,4.0,VENTURE,A,15000,6.17,4,NEW,3,NO DEFAULT,"$60,001 - $80,000","$15,001 - $20,000",5 - 9,18 - 24,0 - 5,0 - 5
15294.0,24,130000,MORTGAGE,8.0,VENTURE,A,6000,6.62,4,NEW,2,NO DEFAULT,"$80,001+","$5,001 - $10,000",5 - 9,18 - 24,6 - 10,0 - 5
15295.0,22,60000,RENT,6.0,MEDICAL,B,15000,13.35,2,Y,3,NO DEFAULT,"$60,001 - $80,000","$15,001 - $20,000",13.01 - 17,18 - 24,6 - 10,0 - 5
15296.0,26,130000,MORTGAGE,8.0,PERSONAL,A,10000,6.03,6,NEW,2,NO DEFAULT,"$80,001+","$10,001 - $15,000",5 - 9,25 - 34,6 - 10,0 - 5
15298.0,24,130000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5000,12.42,4,NEW,2,NO DEFAULT,"$80,001+","$5,001 - $10,000",9.01 - 13,18 - 24,0 - 5,0 - 5
15299.0,26,130000,MORTGAGE,2.0,MEDICAL,A,18000,7.9,6,NEW,2,NO DEFAULT,"$80,001+","$15,001 - $20,000",5 - 9,25 - 34,0 - 5,0 - 5
15302.0,26,130000,MORTGAGE,7.0,VENTURE,C,6500,15.99,6,Y,3,NO DEFAULT,"$80,001+","$5,001 - $10,000",13.01 - 17,25 - 34,6 - 10,0 - 5
15303.0,24,130000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,7000,11.99,4,NEW,3,NO DEFAULT,"$80,001+","$5,001 - $10,000",9.01 - 13,18 - 24,6 - 10,0 - 5
15304.0,24,60000,RENT,7.0,HOMEIMPROVEMENT,B,15000,13.85,4,Y,2,NO DEFAULT,"$60,001 - $80,000","$15,001 - $20,000",13.01 - 17,18 - 24,6 - 10,0 - 5
15306.0,26,130000,MORTGAGE,3.0,MEDICAL,A,8600,5.99,6,NEW,3,NO DEFAULT,"$80,001+","$5,001 - $10,000",5 - 9,25 - 34,0 - 5,0 - 5
15307.0,23,60000,RENT,7.0,PERSONAL,B,15000,14.22,3,Y,2,NO DEFAULT,"$60,001 - $80,000","$15,001 - $20,000",13.01 - 17,18 - 24,6 - 10,0 - 5
15308.0,24,60000,RENT,8.0,DEBTCONSOLIDATION,A,15000,11.83,4,NEW,3,NO DEFAULT,"$60,001 - $80,000","$15,001 - $20,000",9.01 - 13,18 - 24,6 - 10,0 - 5
15309.0,24,130000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,6000,10.59,4,NEW,2,NO DEFAULT,"$80,001+","$5,001 - $10,000",9.01 - 13,18 - 24,6 - 10,0 - 5
15310.0,25,130000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,8000,13.49,5,NEW,4,NO DEFAULT,"$80,001+","$5,001 - $10,000",13.01 - 17,25 - 34,0 - 5,0 - 5
15311.0,23,60000,RENT,4.0,VENTURE,A,15000,11.83,3,NEW,3,NO DEFAULT,"$60,001 - $80,000","$15,001 - $20,000",9.01 - 13,18 - 24,0 - 5,0 - 5
15312.0,23,130000,MORTGAGE,1.0,EDUCATION,B,15000,12.87,3,Y,4,NO DEFAULT,"$80,001+","$15,001 - $20,000",9.01 - 13,18 - 24,0 - 5,0 - 5
15313.0,25,130000,MORTGAGE,9.0,EDUCATION,A,15000,11.14,5,NEW,3,NO DEFAULT,"$80,001+","$15,001 - $20,000",9.01 - 13,25 - 34,6 - 10,0 - 5
15315.0,25,130000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,3000,5.42,5,NEW,2,NO DEFAULT,"$80,001+","$0 - $5,000",5 - 9,25 - 34,6 - 10,0 - 5
15316.0,23,130000,MORTGAGE,4.0,EDUCATION,A,6800,8.49,3,NEW,3,NO DEFAULT,"$80,001+","$5,001 - $10,000",5 - 9,18 - 24,0 - 5,0 - 5
15317.0,23,130000,MORTGAGE,7.0,MEDICAL,B,5000,14.79,3,Y,3,NO DEFAULT,"$80,001+","$5,001 - $10,000",13.01 - 17,18 - 24,6 - 10,0 - 5
15319.0,22,60132,RENT,7.0,EDUCATION,B,15000,14.26,2,NEW,4,NO DEFAULT,"$60,001 - $80,000","$15,001 - $20,000",13.01 - 17,18 - 24,6 - 10,0 - 5
15320.0,22,54225,RENT,0.0,EDUCATION,D,15000,16.7,2,Y,4,DEFAULT,"$40,001 - $60,000","$15,001 - $20,000",13.01 - 17,18 - 24,0 - 5,0 - 5
15321.0,23,60480,RENT,7.0,EDUCATION,A,15000,10.83,3,NEW,2,NO DEFAULT,"$60,001 - $80,000","$15,001 - $20,000",9.01 - 13,18 - 24,6 - 10,0 - 5
15322.0,23,130000,MORTGAGE,7.0,EDUCATION,A,5000,5.79,3,NEW,4,NO DEFAULT,"$80,001+","$5,001 - $10,000",5 - 9,18 - 24,6 - 10,0 - 5
15324.0,23,130000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,6000,5.79,3,NEW,3,NO DEFAULT,"$80,001+","$5,001 - $10,000",5 - 9,18 - 24,6 - 10,0 - 5
15326.0,25,130000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,6325,6.54,5,NEW,3,NO DEFAULT,"$80,001+","$5,001 - $10,000",5 - 9,25 - 34,0 - 5,0 - 5
15328.0,22,55000,RENT,0.0,DEBTCONSOLIDATION,C,15000,14.83,2,Y,4,DEFAULT,"$40,001 - $60,000","$15,001 - $20,000",13.01 - 17,18 - 24,0 - 5,0 - 5
15329.0,24,61100,RENT,1.0,DEBTCONSOLIDATION,A,15000,12.53,4,NEW,2,NO DEFAULT,"$60,001 - $80,000","$15,001 - $20,000",9.01 - 13,18 - 24,0 - 5,0 - 5
15331.0,24,130000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,15000,7.88,4,NEW,4,NO DEFAULT,"$80,001+","$15,001 - $20,000",5 - 9,18 - 24,6 - 10,0 - 5
15332.0,25,130000,MORTGAGE,2.0,VENTURE,A,12000,7.51,5,NEW,2,NO DEFAULT,"$80,001+","$10,001 - $15,000",5 - 9,25 - 34,0 - 5,0 - 5
15333.0,24,61284,RENT,3.0,HOMEIMPROVEMENT,C,15000,18.25,4,Y,4,NO DEFAULT,"$60,001 - $80,000","$15,001 - $20,000",17.01 - 21,18 - 24,0 - 5,0 - 5
15334.0,24,130000,MORTGAGE,8.0,PERSONAL,B,13000,13.61,4,NEW,4,NO DEFAULT,"$80,001+","$10,001 - $15,000",13.01 - 17,18 - 24,6 - 10,0 - 5
15335.0,25,130000,MORTGAGE,5.0,VENTURE,B,20000,13.48,5,NEW,2,NO DEFAULT,"$80,001+","$20,001+",13.01 - 17,25 - 34,6 - 10,0 - 5
15337.0,26,130000,MORTGAGE,10.0,MEDICAL,A,4000,10.99,6,NEW,3,NO DEFAULT,"$80,001+","$0 - $5,000",9.01 - 13,25 - 34,11 - 15,0 - 5
15339.0,23,56000,RENT,4.0,DEBTCONSOLIDATION,A,15000,12.69,3,N,4,DEFAULT,"$40,001 - $60,000","$15,001 - $20,000",9.01 - 13,18 - 24,0 - 5,0 - 5
15340.0,23,130000,MORTGAGE,2.0,PERSONAL,A,10000,11.36,3,NEW,3,NO DEFAULT,"$80,001+","$10,001 - $15,000",9.01 - 13,18 - 24,0 - 5,0 - 5
15341.0,23,130000,MORTGAGE,7.0,EDUCATION,A,20000,10.62,3,NEW,4,NO DEFAULT,"$80,001+","$20,001+",9.01 - 13,18 - 24,6 - 10,0 - 5
15342.0,21,56000,RENT,5.0,MEDICAL,D,15000,16.0,1,N,2,DEFAULT,"$40,001 - $60,000","$15,001 - $20,000",13.01 - 17,18 - 24,6 - 10,0 - 5
15343.0,21,62004,RENT,0.0,VENTURE,A,15000,7.29,1,NEW,4,NO DEFAULT,"$60,001 - $80,000","$15,001 - $20,000",5 - 9,18 - 24,0 - 5,0 - 5
15345.0,24,130000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,15000,14.26,4,Y,4,NO DEFAULT,"$80,001+","$15,001 - $20,000",13.01 - 17,18 - 24,0 - 5,0 - 5
15347.0,25,62280,RENT,3.0,EDUCATION,A,15000,8.94,5,NEW,4,NO DEFAULT,"$60,001 - $80,000","$15,001 - $20,000",5 - 9,25 - 34,0 - 5,0 - 5
15351.0,22,22800,OWN,1.0,MEDICAL,A,9000,5.99,2,NEW,2,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",5 - 9,18 - 24,0 - 5,0 - 5
15353.0,22,130000,MORTGAGE,2.0,EDUCATION,A,13000,11.14,2,NEW,3,NO DEFAULT,"$80,001+","$10,001 - $15,000",9.01 - 13,18 - 24,0 - 5,0 - 5
15354.0,25,130000,MORTGAGE,2.0,VENTURE,C,19400,16.0,5,Y,4,NO DEFAULT,"$80,001+","$15,001 - $20,000",13.01 - 17,25 - 34,0 - 5,0 - 5
15355.0,24,62400,RENT,8.0,EDUCATION,A,15000,9.45,4,NEW,4,NO DEFAULT,"$60,001 - $80,000","$15,001 - $20,000",9.01 - 13,18 - 24,6 - 10,0 - 5
15356.0,23,130000,OWN,7.0,VENTURE,B,15000,13.22,3,Y,3,NO DEFAULT,"$80,001+","$15,001 - $20,000",13.01 - 17,18 - 24,6 - 10,0 - 5
15357.0,22,130000,MORTGAGE,1.0,VENTURE,A,13000,8.94,2,NEW,4,NO DEFAULT,"$80,001+","$10,001 - $15,000",5 - 9,18 - 24,0 - 5,0 - 5
15358.0,25,130000,MORTGAGE,9.0,VENTURE,B,21000,13.16,5,NEW,3,NO DEFAULT,"$80,001+","$20,001+",13.01 - 17,25 - 34,6 - 10,0 - 5
15359.0,25,130000,MORTGAGE,9.0,PERSONAL,A,15000,11.89,5,NEW,2,NO DEFAULT,"$80,001+","$15,001 - $20,000",9.01 - 13,25 - 34,6 - 10,0 - 5
15360.0,26,130000,MORTGAGE,9.0,EDUCATION,A,7000,8.0,6,NEW,2,NO DEFAULT,"$80,001+","$5,001 - $10,000",5 - 9,25 - 34,6 - 10,0 - 5
15361.0,25,58000,RENT,5.0,DEBTCONSOLIDATION,C,15000,18.25,5,N,2,DEFAULT,"$40,001 - $60,000","$15,001 - $20,000",17.01 - 21,25 - 34,6 - 10,0 - 5
15362.0,24,130000,MORTGAGE,2.0,MEDICAL,A,1250,10.95,4,NEW,2,NO DEFAULT,"$80,001+","$0 - $5,000",9.01 - 13,18 - 24,0 - 5,0 - 5
15363.0,24,130000,MORTGAGE,6.0,PERSONAL,A,20000,11.58,4,NEW,2,NO DEFAULT,"$80,001+","$20,001+",9.01 - 13,18 - 24,6 - 10,0 - 5
15364.0,26,130000,MORTGAGE,3.0,PERSONAL,A,5000,9.64,6,NEW,2,NO DEFAULT,"$80,001+","$5,001 - $10,000",9.01 - 13,25 - 34,0 - 5,0 - 5
15365.0,23,130008,MORTGAGE,0.0,MEDICAL,A,9000,7.74,3,NEW,2,NO DEFAULT,"$80,001+","$5,001 - $10,000",5 - 9,18 - 24,0 - 5,0 - 5
15367.0,23,130208,MORTGAGE,7.0,DEBTCONSOLIDATION,B,20000,12.73,3,Y,4,NO DEFAULT,"$80,001+","$20,001+",9.01 - 13,18 - 24,6 - 10,0 - 5
15368.0,22,130920,MORTGAGE,0.0,VENTURE,A,15000,8.94,2,NEW,2,NO DEFAULT,"$80,001+","$15,001 - $20,000",5 - 9,18 - 24,0 - 5,0 - 5
15369.0,23,130992,MORTGAGE,6.0,EDUCATION,A,6000,7.51,3,NEW,3,NO DEFAULT,"$80,001+","$5,001 - $10,000",5 - 9,18 - 24,6 - 10,0 - 5
15370.0,21,65000,RENT,4.0,PERSONAL,A,15000,12.42,1,NEW,4,NO DEFAULT,"$60,001 - $80,000","$15,001 - $20,000",9.01 - 13,18 - 24,0 - 5,0 - 5
15371.0,26,22440,OWN,10.0,VENTURE,A,4750,11.86,6,NEW,4,NO DEFAULT,"$20,001 - $40,000","$0 - $5,000",9.01 - 13,25 - 34,11 - 15,0 - 5
15372.0,25,131000,MORTGAGE,1.0,PERSONAL,B,7500,12.29,5,NEW,3,NO DEFAULT,"$80,001+","$5,001 - $10,000",9.01 - 13,25 - 34,0 - 5,0 - 5
15374.0,24,22320,OWN,4.0,MEDICAL,D,1000,16.32,4,N,2,DEFAULT,"$20,001 - $40,000","$0 - $5,000",13.01 - 17,18 - 24,0 - 5,0 - 5
15375.0,23,22300,OWN,1.0,MEDICAL,A,7500,11.12,3,NEW,4,NO DEFAULT,"$20,001 - $40,000","$5,001 - $10,000",9.01 - 13,18 - 24,0 - 5,0 - 5
15376.0,26,132000,MORTGAGE,3.0,PERSONAL,A,2000,7.51,6,NEW,3,NO DEFAULT,"$80,001+","$0 - $5,000",5 - 9,25 - 34,0 - 5,0 - 5
15377.0,24,59000,RENT,5.0,EDUCATION,B,15000,14.79,4,Y,3,DEFAULT,"$40,001 - $60,000","$15,001 - $20,000",13.01 - 17,18 - 24,6 - 10,0 - 5
15378.0,26,132000,MORTGAGE,3.0,EDUCATION,A,10200,7.9,6,NEW,2,NO DEFAULT,"$80,001+","$10,001 - $15,000",5 - 9,25 - 34,0 - 5,0 - 5
15379.0,23,132000,MORTGAGE,5.0,PERSONAL,A,15000,6.99,3,NEW,2,NO DEFAULT,"$80,001+","$15,001 - $20,000",5 - 9,18 - 24,6 - 10,0 - 5
15380.0,25,65000,RENT,4.0,PERSONAL,B,15000,13.49,5,NEW,2,NO DEFAULT,"$60,001 - $80,000","$15,001 - $20,000",13.01 - 17,25 - 34,0 - 5,0 - 5
15381.0,24,132000,MORTGAGE,8.0,VENTURE,C,14000,17.49,4,Y,2,NO DEFAULT,"$80,001+","$10,001 - $15,000",17.01 - 21,18 - 24,6 - 10,0 - 5
15382.0,25,59000,RENT,4.0,MEDICAL,A,15000,9.99,5,N,3,DEFAULT,"$40,001 - $60,000","$15,001 - $20,000",9.01 - 13,25 - 34,0 - 5,0 - 5
15383.0,26,132000,MORTGAGE,10.0,MEDICAL,A,11200,10.99,6,NEW,4,NO DEFAULT,"$80,001+","$10,001 - $15,000",9.01 - 13,25 - 34,11 - 15,0 - 5
15385.0,26,65000,RENT,5.0,HOMEIMPROVEMENT,A,15000,7.66,6,NEW,4,NO DEFAULT,"$60,001 - $80,000","$15,001 - $20,000",5 - 9,25 - 34,6 - 10,0 - 5
15386.0,22,132000,MORTGAGE,3.0,MEDICAL,A,10000,7.66,2,NEW,2,NO DEFAULT,"$80,001+","$10,001 - $15,000",5 - 9,18 - 24,0 - 5,0 - 5
15387.0,23,132000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,9600,7.14,3,NEW,3,NO DEFAULT,"$80,001+","$5,001 - $10,000",5 - 9,18 - 24,0 - 5,0 - 5
15388.0,24,65000,RENT,5.0,PERSONAL,A,15000,6.17,4,NEW,2,NO DEFAULT,"$60,001 - $80,000","$15,001 - $20,000",5 - 9,18 - 24,6 - 10,0 - 5
15389.0,25,59000,RENT,0.0,DEBTCONSOLIDATION,D,15000,16.45,5,N,4,DEFAULT,"$40,001 - $60,000","$15,001 - $20,000",13.01 - 17,25 - 34,0 - 5,0 - 5
15392.0,23,65000,RENT,7.0,VENTURE,A,15000,11.12,3,NEW,3,NO DEFAULT,"$60,001 - $80,000","$15,001 - $20,000",9.01 - 13,18 - 24,6 - 10,0 - 5
15393.0,23,132000,MORTGAGE,7.0,PERSONAL,B,9000,11.34,3,Y,3,NO DEFAULT,"$80,001+","$5,001 - $10,000",9.01 - 13,18 - 24,6 - 10,0 - 5
15395.0,23,65000,RENT,0.0,MEDICAL,A,15000,7.88,3,NEW,3,NO DEFAULT,"$60,001 - $80,000","$15,001 - $20,000",5 - 9,18 - 24,0 - 5,0 - 5
15396.0,22,65000,RENT,0.0,MEDICAL,A,15000,11.36,2,NEW,3,NO DEFAULT,"$60,001 - $80,000","$15,001 - $20,000",9.01 - 13,18 - 24,0 - 5,0 - 5
15397.0,26,132500,MORTGAGE,1.0,HOMEIMPROVEMENT,A,12000,12.69,6,NEW,3,NO DEFAULT,"$80,001+","$10,001 - $15,000",9.01 - 13,25 - 34,0 - 5,0 - 5
